CustomerID,Age,Gender,Annual_Income,Num_Website_Visits,Time_Spent_Minutes,Pages_Viewed,Items_Viewed,Cart_Additions,Previous_Purchases,Days_Since_Last_Visit,Discount_Sensitive,Device_Type,Browser,Season,Is_Weekend,Customer_Satisfaction,Purchase,Purchase_Amount
7441,63,Male,24753,5,22,37,13,14,2,287,1,Tablet,Safari,Spring,0,2,0,0
7442,41,Female,21833,12,12,42,27,3,4,67,0,Mobile,Chrome,Fall,0,3,0,0
7443,25,Male,124232,19,36,34,20,8,5,337,1,Desktop,Edge,Summer,0,5,0,0
7444,47,Male,28645,2,88,47,17,11,6,183,1,Mobile,Safari,Summer,0,1,1,292
7445,61,Male,125120,7,53,32,25,13,6,231,0,Tablet,Edge,Summer,0,1,1,235
7446,27,Male,135428,5,108,43,13,11,9,285,0,Tablet,Safari,Summer,1,4,1,486
7447,40,Female,115977,11,67,46,17,4,9,163,1,Desktop,Chrome,Winter,0,4,0,0
7448,28,Female,60024,18,81,46,5,0,7,104,1,Tablet,Firefox,Spring,0,2,0,0
7449,19,Male,137068,18,63,35,24,2,4,163,0,Mobile,Safari,Summer,1,2,0,0
7450,43,Male,128853,7,91,28,25,10,3,306,0,Mobile,Chrome,Fall,1,4,1,306
7451,53,Female,100598,10,71,22,25,5,6,286,0,Desktop,Safari,Winter,1,2,0,0
7452,50,Female,29635,14,103,16,8,12,1,271,0,Desktop,Edge,Summer,0,5,0,0
7453,64,Male,40064,11,43,46,22,14,7,29,0,Mobile,Firefox,Fall,0,4,1,110
7454,30,Female,29940,2,54,42,22,2,3,75,0,Mobile,Safari,Fall,0,2,0,0
7455,57,Male,55169,13,89,40,29,10,9,313,0,Tablet,Firefox,Fall,0,1,1,201
7456,42,Female,98647,13,75,12,12,5,0,112,0,Mobile,Edge,Fall,0,2,1,58
7457,21,Female,129667,9,30,5,9,5,1,248,1,Tablet,Edge,Winter,0,4,0,0
7458,59,Female,65200,17,27,26,18,4,0,307,0,Tablet,Firefox,Spring,0,1,0,0
7459,36,Female,76329,15,100,26,16,9,4,324,0,Tablet,Chrome,Spring,1,5,0,0
7460,35,Male,71158,16,67,13,19,12,0,246,0,Tablet,Edge,Fall,1,3,1,345
7461,54,Male,49739,10,70,24,22,4,8,58,0,Desktop,Safari,Summer,1,2,1,381
7462,47,Female,128282,12,43,44,8,8,3,140,0,Tablet,Safari,Spring,0,2,0,0
7463,36,Male,37793,5,70,3,7,2,9,325,0,Tablet,Edge,Spring,1,3,0,0
7464,40,Female,103682,17,107,32,24,14,2,362,1,Tablet,Chrome,Summer,1,3,0,0
7465,33,Female,53677,10,50,23,21,10,8,243,0,Tablet,Firefox,Summer,0,4,1,297
7466,18,Male,86296,6,19,49,9,9,3,324,0,Mobile,Chrome,Winter,0,5,1,118
7467,29,Male,43022,6,20,37,22,6,0,292,0,Mobile,Chrome,Winter,0,4,0,0
7468,41,Male,91148,12,94,38,12,12,1,250,0,Mobile,Chrome,Winter,1,1,1,299
7469,51,Female,121544,19,76,45,14,3,3,130,1,Tablet,Edge,Fall,0,4,1,356
7470,25,Male,47265,2,20,38,10,1,0,291,0,Desktop,Firefox,Fall,0,3,0,0
7471,35,Male,20530,13,89,13,16,9,5,125,0,Desktop,Edge,Spring,0,5,0,0
7472,22,Male,29551,11,43,15,29,2,6,356,0,Tablet,Firefox,Winter,0,4,1,199
7473,43,Male,48394,15,15,2,2,2,0,264,0,Desktop,Safari,Fall,0,1,0,0
7474,47,Female,62987,13,92,11,6,2,5,201,1,Mobile,Chrome,Spring,0,3,0,0
7475,30,Female,68984,3,40,16,11,2,2,284,0,Mobile,Edge,Winter,1,2,1,125
7476,36,Female,88096,14,22,18,4,9,6,188,0,Desktop,Chrome,Spring,0,3,1,284
7477,46,Female,104097,8,27,34,5,5,1,360,0,Desktop,Safari,Fall,1,1,0,0
7478,20,Female,90639,9,81,10,5,12,1,44,0,Tablet,Firefox,Winter,0,4,1,250
7479,43,Female,44090,15,53,13,17,13,3,10,1,Mobile,Edge,Spring,0,4,1,187
7480,57,Female,103457,18,112,32,26,5,7,5,0,Desktop,Firefox,Summer,1,4,0,0
7481,29,Male,127769,8,118,8,5,10,2,357,0,Desktop,Safari,Spring,0,2,0,0
7482,19,Female,22781,11,46,7,26,8,7,175,0,Tablet,Edge,Summer,1,1,0,0
7483,28,Female,37330,5,107,48,11,7,6,159,0,Mobile,Edge,Summer,1,5,1,481
7484,61,Female,25257,15,112,17,9,9,4,244,0,Desktop,Safari,Spring,1,2,1,453
7485,45,Female,78642,15,48,41,15,6,3,29,1,Tablet,Safari,Spring,1,3,1,70
7486,35,Male,74249,7,113,27,24,14,9,154,1,Tablet,Safari,Summer,0,1,1,237
7487,30,Female,71663,18,5,8,24,11,9,95,1,Desktop,Chrome,Winter,1,1,1,76
7488,54,Female,54956,12,11,29,3,11,1,2,0,Tablet,Edge,Summer,1,5,0,0
7489,39,Male,124367,12,52,37,16,12,8,335,1,Mobile,Firefox,Winter,1,1,1,423
7490,29,Female,35615,4,116,27,9,1,3,92,0,Mobile,Edge,Summer,1,3,1,402
7491,19,Female,20881,11,89,37,25,9,4,56,1,Desktop,Edge,Summer,1,2,1,343
7492,54,Female,21847,6,20,24,26,1,1,236,0,Mobile,Chrome,Fall,0,3,0,0
7493,24,Female,124903,10,52,45,23,13,1,332,0,Mobile,Firefox,Summer,0,3,0,0
7494,43,Female,71127,15,82,16,6,0,1,15,0,Mobile,Firefox,Spring,0,1,1,404
7495,43,Female,141265,1,47,26,9,6,9,85,0,Desktop,Edge,Spring,1,2,1,328
7496,41,Female,107646,17,55,31,27,6,1,254,0,Mobile,Edge,Fall,0,5,1,384
7497,29,Male,147148,3,111,27,22,0,8,221,0,Tablet,Firefox,Fall,0,3,1,349
7498,33,Male,57336,11,70,26,19,5,4,249,0,Mobile,Safari,Spring,0,4,0,0
7499,40,Female,101850,18,35,43,6,10,5,45,1,Mobile,Firefox,Fall,0,2,0,0
7500,57,Male,115654,10,43,15,11,13,3,303,0,Mobile,Firefox,Summer,1,1,1,427
7501,26,Female,59931,9,13,49,2,11,1,20,0,Desktop,Safari,Summer,0,3,1,292
7502,49,Male,63924,7,45,15,18,6,2,124,1,Desktop,Safari,Spring,0,3,0,0
7503,32,Female,42966,11,67,23,28,13,2,146,0,Tablet,Edge,Spring,1,3,0,0
7504,54,Male,64023,8,18,25,7,0,9,230,1,Mobile,Chrome,Spring,1,3,0,0
7505,30,Female,31320,2,62,44,24,11,7,335,1,Mobile,Safari,Spring,0,3,0,0
7506,22,Male,77841,5,78,4,23,5,7,61,0,Mobile,Chrome,Summer,0,3,0,0
7507,28,Male,85125,9,116,36,21,9,5,121,0,Mobile,Edge,Winter,0,5,1,183
7508,27,Female,87752,1,92,16,4,8,9,256,0,Tablet,Safari,Spring,0,4,1,433
7509,30,Female,111100,17,118,47,24,11,7,204,0,Tablet,Edge,Fall,1,5,1,250
7510,58,Male,124005,10,101,40,28,0,2,5,1,Mobile,Edge,Summer,0,5,0,0
7511,63,Male,109937,8,102,21,25,1,6,314,1,Mobile,Chrome,Fall,0,3,0,0
7512,32,Female,137296,18,88,40,7,1,4,337,1,Tablet,Firefox,Winter,0,3,0,0
7513,59,Male,145355,10,68,43,17,9,8,77,0,Mobile,Edge,Spring,0,3,1,104
7514,24,Female,81858,9,32,17,4,2,8,316,1,Mobile,Safari,Summer,1,2,0,0
7515,57,Male,78714,4,8,3,13,13,4,141,1,Mobile,Chrome,Fall,1,1,1,86
7516,45,Male,31780,2,38,7,20,3,5,100,1,Desktop,Firefox,Fall,0,1,0,0
7517,49,Female,96230,19,8,12,26,6,0,208,0,Mobile,Firefox,Fall,0,4,0,0
7518,52,Female,90345,10,74,1,19,2,3,296,0,Desktop,Chrome,Fall,0,5,0,0
7519,32,Female,141033,17,62,43,4,6,0,195,0,Mobile,Firefox,Spring,0,5,1,361
7520,53,Male,102098,3,90,37,25,4,3,180,0,Mobile,Chrome,Summer,0,4,1,305
7521,38,Male,132696,19,8,6,13,4,0,258,0,Desktop,Firefox,Fall,0,4,0,0
7522,23,Male,117977,19,54,46,1,6,9,195,1,Desktop,Firefox,Summer,0,2,0,0
7523,18,Female,126075,19,9,49,2,6,3,139,1,Desktop,Edge,Summer,1,4,1,407
7524,21,Male,142659,19,79,23,7,6,5,11,1,Desktop,Safari,Winter,1,4,0,0
7525,28,Male,21929,15,49,25,25,8,8,266,0,Tablet,Firefox,Winter,0,4,1,283
7526,61,Female,115153,18,39,25,23,0,1,28,0,Desktop,Firefox,Fall,1,3,0,0
7527,43,Male,132610,17,87,3,17,0,1,119,0,Tablet,Safari,Spring,1,2,1,292
7528,54,Male,137236,10,79,4,29,14,5,249,0,Mobile,Safari,Spring,0,3,1,366
7529,40,Female,139522,14,79,30,7,2,9,7,0,Mobile,Safari,Spring,1,2,1,444
7530,46,Female,34244,19,31,33,22,5,5,143,0,Tablet,Firefox,Fall,0,1,1,458
7531,38,Female,118415,18,6,29,13,1,2,7,0,Mobile,Edge,Spring,0,5,0,0
7532,62,Female,129715,11,58,4,17,8,1,55,0,Mobile,Edge,Summer,0,5,0,0
7533,62,Female,142636,11,115,14,1,0,2,20,0,Tablet,Safari,Summer,0,1,0,0
7534,44,Female,135402,12,76,21,28,13,3,3,0,Mobile,Chrome,Winter,1,4,1,67
7535,56,Female,144281,8,102,7,2,4,3,20,1,Desktop,Firefox,Summer,0,1,1,415
7536,57,Female,31116,16,108,21,6,6,6,266,1,Desktop,Edge,Fall,0,2,0,0
7537,30,Female,107954,8,88,7,12,9,3,227,0,Desktop,Chrome,Spring,0,1,0,0
7538,40,Male,101243,14,91,1,13,2,9,346,0,Tablet,Chrome,Fall,0,5,1,481
7539,33,Female,103301,18,83,34,20,13,5,350,1,Mobile,Chrome,Summer,0,5,0,0
7540,47,Female,55895,4,52,23,20,1,5,218,1,Desktop,Edge,Winter,1,4,0,0
7541,21,Male,98636,17,81,3,22,12,9,165,1,Tablet,Firefox,Summer,0,1,1,438
7542,57,Female,43867,13,99,18,9,2,2,340,0,Tablet,Firefox,Winter,0,4,0,0
7543,33,Male,129507,5,53,43,17,14,8,51,1,Desktop,Chrome,Fall,0,3,0,0
7544,48,Male,21208,3,114,12,18,11,9,170,1,Mobile,Firefox,Fall,0,2,1,215
7545,59,Female,64085,9,82,14,8,6,4,353,0,Mobile,Firefox,Fall,0,4,0,0
7546,42,Male,85572,18,5,41,8,14,9,30,0,Tablet,Edge,Fall,0,5,1,234
7547,61,Female,85234,19,95,28,27,0,8,244,0,Tablet,Chrome,Fall,0,2,0,0
7548,29,Female,103748,19,37,42,11,7,9,45,1,Tablet,Firefox,Winter,0,3,1,387
7549,43,Male,31252,16,39,45,22,2,5,215,0,Desktop,Safari,Summer,0,1,0,0
7550,54,Male,105261,1,58,24,22,4,5,356,0,Mobile,Firefox,Winter,0,3,0,0
7551,50,Male,27006,5,60,24,28,9,8,23,1,Desktop,Firefox,Fall,1,1,1,281
7552,45,Female,133371,15,19,3,8,10,9,53,0,Mobile,Chrome,Summer,1,1,1,474
7553,26,Female,109595,12,73,9,18,4,4,42,0,Tablet,Firefox,Fall,0,4,0,0
7554,29,Male,90883,1,105,24,18,5,2,164,1,Mobile,Chrome,Winter,0,2,0,0
7555,22,Female,52171,14,8,2,13,6,2,104,1,Desktop,Edge,Fall,0,2,0,0
7556,45,Female,48517,18,114,40,1,10,1,162,1,Tablet,Safari,Summer,0,3,1,359
7557,52,Male,44274,18,88,28,15,0,1,341,0,Mobile,Edge,Winter,0,5,0,0
7558,22,Male,53577,6,68,7,22,5,5,154,1,Desktop,Edge,Spring,1,3,1,193
7559,51,Male,47648,1,107,9,6,1,7,327,1,Tablet,Edge,Spring,0,3,0,0
7560,63,Male,89654,17,26,45,6,13,7,3,1,Mobile,Safari,Summer,1,4,1,345
7561,51,Male,37910,18,28,39,13,9,7,43,0,Mobile,Chrome,Winter,0,5,1,64
7562,30,Male,146399,15,51,39,27,2,9,54,0,Desktop,Chrome,Winter,0,4,1,473
7563,56,Male,98619,12,79,33,2,13,6,308,0,Tablet,Chrome,Spring,0,2,0,0
7564,59,Male,69647,13,114,34,23,4,1,13,0,Mobile,Safari,Spring,1,4,0,0
7565,62,Male,98723,2,10,21,19,0,9,112,1,Tablet,Safari,Summer,1,3,0,0
7566,31,Male,20424,4,31,29,17,6,1,56,0,Tablet,Chrome,Winter,0,2,0,0
7567,28,Female,71899,3,14,27,1,0,9,104,0,Desktop,Chrome,Winter,0,4,0,0
7568,59,Female,46641,19,43,17,14,7,6,175,0,Tablet,Chrome,Summer,0,1,0,0
7569,55,Male,54750,8,78,42,16,10,3,322,0,Tablet,Firefox,Winter,1,3,0,0
7570,21,Female,136156,12,114,47,15,11,5,68,0,Mobile,Firefox,Spring,0,3,0,0
7571,50,Female,142416,12,94,48,9,5,8,13,0,Desktop,Firefox,Winter,0,4,0,0
7572,24,Female,101454,10,41,23,19,10,4,286,0,Tablet,Firefox,Winter,0,5,1,121
7573,58,Female,43154,1,58,45,8,13,9,332,0,Desktop,Firefox,Winter,0,1,1,307
7574,25,Female,68166,5,101,21,15,0,3,161,0,Tablet,Firefox,Fall,0,4,1,277
7575,54,Female,31992,11,55,8,10,14,2,166,0,Mobile,Chrome,Winter,0,3,0,0
7576,27,Male,54001,9,64,9,23,13,6,299,0,Mobile,Edge,Spring,0,3,0,0
7577,60,Male,128293,14,76,33,29,6,6,354,1,Desktop,Safari,Fall,1,3,0,0
7578,32,Female,34546,3,55,4,2,9,6,259,0,Desktop,Firefox,Winter,0,4,0,0
7579,55,Female,61524,5,66,18,18,2,4,43,1,Tablet,Edge,Summer,0,2,0,0
7580,32,Male,88555,9,53,32,20,6,9,329,0,Tablet,Firefox,Winter,0,5,1,363
7581,22,Female,21304,18,55,30,2,14,7,199,0,Mobile,Edge,Summer,1,4,1,477
7582,46,Female,142722,6,32,25,21,10,1,132,0,Mobile,Chrome,Fall,1,4,0,0
7583,36,Female,132448,7,116,33,12,7,3,92,1,Mobile,Safari,Summer,0,3,1,434
7584,27,Female,69284,16,40,35,10,9,0,32,0,Mobile,Firefox,Summer,0,5,1,300
7585,29,Female,102368,8,108,42,12,13,5,257,0,Tablet,Safari,Winter,1,3,1,351
7586,21,Male,108327,10,29,34,7,14,5,36,1,Tablet,Chrome,Spring,0,1,1,423
7587,48,Male,30022,5,40,2,2,2,2,282,0,Tablet,Firefox,Fall,0,1,0,0
7588,35,Female,95886,11,81,13,25,4,0,205,1,Mobile,Safari,Summer,0,3,0,0
7589,33,Male,97354,13,64,41,1,9,4,150,0,Tablet,Safari,Summer,0,1,0,0
7590,57,Female,53617,2,11,23,2,1,0,344,0,Desktop,Firefox,Winter,0,1,0,0
7591,53,Female,140045,14,69,23,23,13,2,139,1,Mobile,Chrome,Spring,0,3,0,0
7592,42,Female,89498,9,77,31,28,1,7,281,0,Tablet,Safari,Fall,1,1,1,314
7593,40,Female,78824,10,96,2,21,0,9,335,0,Tablet,Firefox,Spring,0,2,0,0
7594,29,Female,143780,10,40,2,17,2,8,173,1,Mobile,Firefox,Summer,0,3,0,0
7595,51,Female,90390,10,114,5,20,3,2,164,1,Tablet,Safari,Winter,0,2,1,107
7596,53,Female,54307,19,98,14,8,2,8,102,0,Desktop,Safari,Winter,0,4,0,0
7597,54,Female,136587,11,77,23,21,10,6,290,0,Desktop,Safari,Fall,0,2,1,28
7598,20,Female,149884,11,34,35,12,7,7,288,0,Mobile,Firefox,Winter,0,4,0,0
7599,26,Male,88480,3,103,46,2,0,5,102,1,Tablet,Firefox,Summer,1,5,0,0
7600,35,Female,139645,19,51,1,9,4,4,153,1,Desktop,Chrome,Summer,0,1,1,28
7601,60,Male,42327,1,95,41,17,6,9,121,1,Tablet,Edge,Winter,0,5,1,415
7602,52,Male,23244,12,33,48,17,12,7,57,1,Desktop,Edge,Summer,0,1,1,302
7603,51,Female,42720,15,9,49,10,8,1,107,1,Desktop,Edge,Fall,0,4,1,183
7604,58,Male,45090,14,69,40,13,0,6,239,0,Desktop,Safari,Spring,0,3,1,41
7605,31,Female,84277,3,111,15,5,8,0,21,0,Mobile,Chrome,Winter,1,1,0,0
7606,21,Female,131559,13,119,30,14,10,6,73,0,Tablet,Edge,Winter,0,2,0,0
7607,46,Female,119895,18,73,21,14,8,5,341,0,Mobile,Chrome,Winter,1,4,0,0
7608,58,Female,142641,16,67,8,15,3,3,21,0,Desktop,Chrome,Spring,0,2,0,0
7609,62,Male,68536,6,97,7,25,14,2,298,0,Mobile,Edge,Winter,0,1,0,0
7610,32,Male,27855,10,60,41,22,9,8,11,0,Mobile,Edge,Spring,1,4,1,407
7611,45,Female,142483,17,21,34,5,4,5,58,1,Tablet,Edge,Fall,1,2,1,356
7612,59,Male,142963,17,55,42,22,5,5,354,1,Mobile,Safari,Fall,1,4,0,0
7613,33,Male,138430,8,117,37,6,3,0,240,0,Tablet,Chrome,Winter,0,4,0,0
7614,29,Male,147773,4,41,48,9,5,4,297,0,Desktop,Chrome,Winter,0,1,1,300
7615,22,Female,136815,15,92,32,29,4,6,86,1,Mobile,Firefox,Summer,0,1,1,260
7616,51,Male,21601,1,95,33,9,14,3,144,0,Desktop,Safari,Summer,0,5,1,184
7617,59,Male,51952,7,13,6,21,2,1,225,0,Desktop,Firefox,Summer,0,3,0,0
7618,18,Male,131113,10,42,42,4,2,8,194,1,Mobile,Chrome,Spring,0,1,0,0
7619,56,Female,70374,7,57,10,1,8,5,103,1,Desktop,Edge,Spring,0,3,1,150
7620,49,Male,25690,1,17,26,22,4,8,364,0,Mobile,Firefox,Spring,1,3,0,0
7621,43,Male,32521,17,94,45,23,10,7,326,1,Tablet,Chrome,Spring,0,4,0,0
7622,34,Female,120146,12,57,26,23,2,0,162,1,Desktop,Edge,Winter,0,1,1,186
7623,44,Male,96019,17,79,19,15,7,1,302,1,Tablet,Firefox,Spring,0,3,1,422
7624,41,Female,28058,15,92,35,14,7,1,48,0,Desktop,Safari,Spring,0,5,0,0
7625,52,Female,33704,16,101,45,1,13,1,234,0,Tablet,Chrome,Summer,1,2,1,29
7626,63,Female,78933,14,53,4,6,13,3,293,1,Desktop,Safari,Summer,0,3,0,0
7627,59,Female,91101,3,74,25,8,12,6,22,1,Tablet,Safari,Summer,1,2,1,378
7628,56,Female,63856,19,39,8,3,2,6,336,0,Desktop,Chrome,Summer,0,5,0,0
7629,43,Female,57256,12,20,12,17,6,0,135,0,Mobile,Safari,Spring,0,2,0,0
7630,55,Male,77352,19,17,24,29,8,7,175,1,Desktop,Chrome,Fall,1,5,1,305
7631,40,Female,147588,18,112,24,23,2,3,333,0,Desktop,Chrome,Spring,0,1,0,0
7632,39,Male,50615,14,15,17,20,7,7,242,1,Mobile,Edge,Spring,0,1,1,130
7633,21,Male,141638,9,91,25,28,11,9,17,1,Tablet,Firefox,Summer,0,3,1,36
7634,26,Female,127210,3,6,33,5,11,8,259,1,Tablet,Chrome,Fall,0,4,1,489
7635,21,Male,21927,12,98,27,18,0,6,198,0,Desktop,Firefox,Winter,0,1,0,0
7636,24,Male,35512,17,23,2,7,11,2,76,0,Desktop,Chrome,Winter,0,1,0,0
7637,40,Male,28301,5,108,9,17,13,2,203,1,Mobile,Safari,Summer,1,1,1,352
7638,19,Female,106849,8,49,33,15,2,4,233,0,Mobile,Firefox,Winter,1,1,0,0
7639,41,Male,93993,19,50,19,20,11,6,275,0,Mobile,Chrome,Summer,0,5,1,285
7640,57,Male,91028,4,51,49,24,3,6,159,0,Tablet,Chrome,Winter,1,3,0,0
7641,48,Female,88759,15,53,5,16,2,8,115,0,Mobile,Edge,Summer,0,5,0,0
7642,64,Male,108047,19,83,47,13,12,0,258,1,Desktop,Safari,Summer,0,1,1,219
7643,48,Male,106991,15,46,20,28,8,2,237,1,Mobile,Chrome,Winter,0,5,0,0
7644,64,Male,83058,14,37,24,7,12,0,96,0,Mobile,Safari,Winter,0,4,0,0
7645,57,Female,119258,16,112,31,15,12,5,128,1,Desktop,Firefox,Winter,0,4,1,164
7646,60,Male,84926,10,45,44,23,11,9,274,1,Tablet,Safari,Fall,0,1,1,212
7647,51,Male,43434,14,73,4,23,9,6,311,0,Tablet,Chrome,Spring,0,3,0,0
7648,41,Female,50341,11,90,32,28,4,1,260,0,Mobile,Safari,Spring,0,2,1,241
7649,43,Female,127845,2,95,47,5,14,8,334,0,Mobile,Edge,Fall,0,3,1,140
7650,33,Female,35007,19,115,35,27,2,4,78,0,Desktop,Edge,Fall,0,4,1,116
7651,64,Male,119878,3,103,14,12,2,2,349,0,Tablet,Safari,Fall,0,4,1,463
7652,30,Female,46799,4,23,36,28,10,6,290,0,Mobile,Edge,Summer,0,3,1,378
7653,32,Female,75820,11,43,6,10,1,6,176,0,Mobile,Safari,Spring,0,1,0,0
7654,44,Female,35674,13,11,17,19,9,0,127,1,Mobile,Edge,Spring,0,5,0,0
7655,21,Male,35426,18,43,18,10,5,5,198,1,Desktop,Chrome,Winter,0,4,0,0
7656,33,Female,92631,18,102,8,29,8,2,363,1,Mobile,Chrome,Winter,0,4,0,0
7657,47,Female,64791,19,38,12,7,6,6,204,0,Desktop,Safari,Spring,0,2,1,90
7658,61,Female,109640,12,95,17,24,14,4,45,0,Tablet,Firefox,Summer,0,5,0,0
7659,47,Female,23255,1,48,31,23,1,3,349,0,Desktop,Chrome,Spring,1,3,0,0
7660,53,Female,53826,6,73,1,22,8,9,164,0,Tablet,Firefox,Winter,0,4,1,494
7661,20,Male,120261,3,72,11,15,13,6,98,1,Desktop,Chrome,Summer,0,5,1,285
7662,39,Male,108568,17,67,42,9,2,6,307,0,Mobile,Safari,Summer,1,3,0,0
7663,39,Female,24944,3,75,16,29,6,7,243,0,Mobile,Safari,Spring,0,5,0,0
7664,29,Female,57826,1,52,37,27,9,4,143,1,Tablet,Safari,Spring,0,2,1,156
7665,38,Female,50497,3,7,49,6,6,3,137,0,Mobile,Firefox,Fall,0,4,1,367
7666,21,Male,47723,4,89,28,21,3,0,58,0,Mobile,Firefox,Spring,0,4,0,0
7667,48,Male,55287,6,38,9,11,13,3,269,1,Mobile,Firefox,Winter,0,2,0,0
7668,61,Male,31845,7,117,8,6,3,9,169,1,Tablet,Safari,Summer,1,2,0,0
7669,48,Male,109833,8,13,25,26,11,0,108,0,Desktop,Safari,Summer,0,1,1,464
7670,40,Female,88106,13,65,10,20,1,6,44,1,Desktop,Edge,Summer,0,3,0,0
7671,37,Female,113039,4,24,40,29,1,5,86,0,Tablet,Chrome,Spring,1,4,1,212
7672,32,Female,92986,6,44,3,15,1,6,286,0,Tablet,Safari,Winter,0,5,0,0
7673,40,Female,105807,11,16,23,13,11,7,77,0,Mobile,Firefox,Summer,1,2,0,0
7674,45,Male,126007,1,107,23,6,10,5,242,1,Desktop,Edge,Spring,0,1,1,229
7675,33,Female,75569,8,114,44,20,4,1,224,0,Tablet,Chrome,Summer,0,2,1,264
7676,54,Male,101434,2,32,4,21,2,1,314,0,Desktop,Firefox,Winter,0,2,0,0
7677,38,Male,99925,8,52,23,15,9,8,339,1,Tablet,Safari,Spring,0,4,0,0
7678,32,Female,133718,9,101,9,29,6,5,163,1,Tablet,Edge,Summer,0,3,1,274
7679,34,Male,45463,4,78,4,6,12,5,122,1,Mobile,Firefox,Summer,0,4,0,0
7680,54,Male,20744,17,79,34,16,6,0,177,0,Desktop,Safari,Winter,0,5,0,0
7681,30,Female,108340,7,11,39,1,5,7,187,0,Desktop,Safari,Winter,0,2,0,0
7682,36,Male,56282,10,86,18,6,12,7,244,0,Tablet,Firefox,Winter,0,5,1,199
7683,47,Male,72082,5,87,34,16,7,3,221,0,Tablet,Edge,Spring,0,5,0,0
7684,62,Female,74689,10,18,34,22,10,6,135,0,Tablet,Firefox,Winter,1,2,1,65
7685,35,Male,96407,12,85,42,1,3,8,35,1,Tablet,Safari,Winter,0,3,0,0
7686,31,Male,99072,6,91,3,7,8,0,167,0,Mobile,Firefox,Fall,0,5,0,0
7687,53,Female,108633,1,23,19,28,11,4,262,0,Mobile,Chrome,Summer,0,5,0,0
7688,53,Male,84766,3,58,34,10,11,7,334,0,Tablet,Edge,Winter,0,5,0,0
7689,37,Female,85711,7,64,26,21,14,6,220,0,Mobile,Chrome,Fall,1,2,1,172
7690,36,Male,135253,11,113,35,8,12,9,65,0,Desktop,Safari,Summer,0,3,0,0
7691,62,Male,23217,12,71,41,21,9,3,110,0,Desktop,Chrome,Fall,1,2,0,0
7692,61,Female,100642,9,38,43,26,9,2,341,1,Tablet,Safari,Winter,0,2,1,422
7693,24,Female,50359,1,93,31,5,4,0,9,0,Mobile,Safari,Spring,1,3,0,0
7694,61,Male,132000,4,45,43,18,3,2,182,1,Mobile,Edge,Summer,0,5,0,0
7695,21,Female,73509,2,35,27,4,2,1,43,1,Tablet,Firefox,Fall,1,1,1,195
7696,51,Male,81970,2,43,3,20,13,4,120,0,Mobile,Safari,Fall,1,3,0,0
7697,19,Female,42357,17,82,37,16,14,0,306,1,Desktop,Chrome,Fall,0,3,1,281
7698,22,Male,62354,2,105,12,10,8,3,113,0,Desktop,Firefox,Winter,1,4,1,235
7699,27,Male,58570,4,56,47,26,11,7,319,1,Desktop,Chrome,Summer,0,1,1,271
7700,49,Male,27034,11,51,23,16,14,8,254,0,Desktop,Chrome,Summer,1,1,0,0
7701,59,Male,36263,19,24,17,8,3,0,231,1,Tablet,Chrome,Fall,0,1,0,0
7702,58,Male,62180,13,100,16,19,8,2,136,1,Mobile,Safari,Spring,1,2,1,433
7703,30,Female,70099,18,101,17,1,10,5,168,0,Mobile,Firefox,Summer,1,4,1,318
7704,56,Female,94312,19,56,15,23,0,4,179,0,Desktop,Safari,Summer,0,5,0,0
7705,22,Male,129358,15,99,26,9,4,0,254,0,Mobile,Firefox,Winter,0,1,0,0
7706,27,Male,95348,12,75,45,6,0,1,47,0,Desktop,Firefox,Fall,0,5,1,266
7707,27,Female,105275,11,66,2,13,8,1,142,0,Tablet,Firefox,Winter,0,1,0,0
7708,55,Female,46925,1,9,17,13,11,6,281,1,Tablet,Edge,Spring,1,5,1,449
7709,44,Female,139939,16,61,1,18,6,5,85,0,Tablet,Edge,Fall,1,2,1,122
7710,38,Female,39575,13,8,30,14,11,5,93,0,Desktop,Safari,Spring,0,1,0,0
7711,25,Female,42231,6,15,32,2,9,0,159,0,Desktop,Edge,Spring,0,1,0,0
7712,18,Male,96935,6,23,30,16,8,0,52,0,Tablet,Chrome,Winter,1,4,0,0
7713,45,Male,67731,10,106,42,17,4,3,260,1,Mobile,Firefox,Fall,0,5,1,172
7714,56,Female,43100,2,88,4,22,9,9,118,0,Mobile,Firefox,Summer,0,1,0,0
7715,31,Female,30768,3,31,42,16,13,5,46,0,Mobile,Edge,Fall,0,1,1,282
7716,38,Female,149057,6,33,44,14,8,5,157,0,Desktop,Chrome,Winter,1,2,0,0
7717,47,Female,118835,16,22,32,13,3,4,193,0,Desktop,Chrome,Summer,1,5,0,0
7718,38,Female,135919,6,41,35,16,12,3,96,0,Desktop,Chrome,Spring,0,1,0,0
7719,26,Female,79337,13,65,1,24,2,1,257,0,Mobile,Edge,Summer,0,3,0,0
7720,34,Female,136385,4,51,19,1,1,6,324,0,Tablet,Safari,Fall,0,2,0,0
7721,22,Female,138058,15,93,33,28,3,5,187,1,Mobile,Chrome,Winter,1,5,1,156
7722,48,Female,70697,6,24,19,17,2,6,232,0,Tablet,Safari,Fall,0,4,1,150
7723,57,Male,31357,1,74,36,1,8,2,254,0,Tablet,Firefox,Fall,0,3,1,151
7724,55,Female,86973,9,104,27,10,12,0,78,0,Desktop,Edge,Spring,0,2,1,466
7725,60,Female,44946,12,53,13,5,11,0,180,0,Mobile,Chrome,Winter,0,1,0,0
